buyer_name,vendor_name,sku_code,category,fabric,TOP COLOUR,colour,colour_family,mrp,story,sub_story,SUB STORY 2,store_group_rule,style_risk_group,size,total_buy_qty,ecom_reserved_qty,ars_reserved_qty,expected_first_allocation_qty
Mallika,Vinay Fashion Llp,EWS6CD22976A,Salwar Suit,Vichitra,Maroon,MAROON,RED,6998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,XS,18,2,6,10
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,S,35,3,11,21
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,M,53,5,17,31
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,L,53,5,17,31
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,XL,35,3,11,21
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,2XL,18,2,6,10
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
Mallika,Vinay Fashion Llp,EWS6CD22976B,Salwar Suit,Vichitra,Black,BLACK,BLACK,6998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,XS,36,3,12,21
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,S,73,5,24,44
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,M,109,8,35,66
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,L,73,5,24,44
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,XL,73,5,24,44
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,2XL,36,3,12,21
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,S/M,0,0,0,0
Mallika,Vinay Fashion Llp,EWS6CD22977A,Salwar Suit,Tissue,Onion Pink,ONION PINK,PINK,9998,(blank),(blank),(blank),All Stores,No Group,L/XL,0,0,0,0
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,XS,53,4,17,32
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,S,107,7,35,65
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,M,147,10,48,89
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,L,133,9,43,81
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,XL,107,7,35,65
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,2XL,53,4,17,32
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,S/M,0,0,0,0
Monika,Amagine,EWS6CD22904A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),A+ & A Stores,No Group,L/XL,0,0,0,0
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,XS,65,4,21,40
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,S,104,7,34,63
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,M,143,10,46,87
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,L,130,9,42,79
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,XL,104,7,34,63
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,2XL,52,3,17,32
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,S/M,0,0,0,0
Monika,Amagine,EWS6CD22905A,Salwar Suit,Art Silk,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,Off White,(blank),A+ & A Stores,No Group,L/XL,0,0,0,0
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XS,27,2,9,16
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S,53,4,17,32
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,M,73,5,24,44
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L,67,4,22,41
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XL,53,4,17,32
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,2XL,27,2,9,16
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
Monika,Amagine,EWS6CD22906A,Salwar Suit,Shimmer,Turquoise Blue,TURQUOISE BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XS,33,2,11,20
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S,52,3,17,32
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,M,72,5,23,44
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L,65,4,21,40
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XL,52,3,17,32
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,2XL,26,2,8,16
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
Monika,Amagine,EWS6CD22907A,Salwar Suit,PST,Blue,BLUE,BLUE,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XS,33,2,11,20
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S,52,3,17,32
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,M,72,5,23,44
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L,65,4,21,40
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XL,52,3,17,32
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,2XL,26,2,8,16
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
Monika,Amagine,EWS6CD22908A,Salwar Suit,Tissue,Beige,BEIGE,NEUTRAL,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XS,27,2,9,16
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S,53,4,17,32
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,M,73,5,24,44
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L,67,4,22,41
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,XL,53,4,17,32
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,2XL,27,2,9,16
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,S/M,0,0,0,0
Monika,Amagine,EWS6CD22909A,Salwar Suit,PST,Maroon,MAROON,RED,7998,Persian Salwar,(blank),(blank),"A+, A & B Stores",No Group,L/XL,0,0,0,0
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,XS,0,0,0,0
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,S,30,5,9,16
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,M,30,5,9,16
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,L,27,5,8,14
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,XL,22,4,6,12
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,11,2,3,6
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS2CD2043B,Salwar Suit,Georgette,Wine,WINE,RED,9998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,XS,11,2,3,6
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,L,27,5,8,14
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,11,2,3,6
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22898A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,XS,11,2,3,6
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,L,27,5,8,14
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,11,2,3,6
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22899A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,XS,11,2,3,6
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,L,27,5,8,14
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,11,2,3,6
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22900A,Salwar Suit,Georgette,Wine,WINE,RED,12998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22901A,Salwar Suit,Georgette,Blue,BLUE,BLUE,12998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22902A,Salwar Suit,Georgette,Pink,PINK,PINK,12998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22903A,Salwar Suit,Georgette,Green,GREEN,GREEN,12998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22918A,Salwar Suit,Georgette,Maroon,MAROON,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22918B,Salwar Suit,Georgette,Wine,WINE,RED,11998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22919A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,XL,21,4,6,11
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,2XL,10,2,3,5
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,S/M,0,0,0,0
Monika,Kanak,EWS6CD22920A,Salwar Suit,Georgette,Navy Blue,NAVY BLUE,BLUE,11998,Stardust,Georgette,Stardust,All Stores,No Group,L/XL,0,0,0,0
Monika,Kanak,EWS6CD22921A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,XS,13,2,4,7
Monika,Kanak,EWS6CD22921A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,S,21,4,6,11
Monika,Kanak,EWS6CD22921A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,M,29,5,8,16
Monika,Kanak,EWS6CD22921A,Salwar Suit,Georgette,Black,BLACK,BLACK,11998,Stardust,Georgette,Stardust,All Stores,No Group,L,26,4,8,14
